51,41
50,42
48,42
47,43
46,43
45,44
44,44
41,47
40,47
37,50
37,51
35,53
35,54
33,56
33,58
32,59
32,81
33,82
33,90
34,91
34,96
35,97
35,102
36,103
36,107
37,108
37,109
38,110
38,111
39,112
39,114
40,115
40,116
41,117
41,118
42,119
42,121
43,122
43,123
44,124
44,126
45,127
45,128
46,129
46,132
50,136
50,139
52,141
52,143
54,145
54,152
55,153
55,155
56,156
56,176
55,177
55,181
54,182
54,185
53,186
53,189
52,190
52,201
51,202
51,204
50,205
50,207
49,208
49,210
48,211
48,213
47,214
47,215
46,216
46,217
45,218
45,219
41,223
40,223
32,231
32,232
27,237
27,238
24,241
24,242
23,243
23,244
22,245
22,256
23,257
23,258
24,259
24,261
26,263
26,264
31,269
32,269
33,270
34,270
35,271
45,271
46,270
47,270
48,269
49,269
50,268
51,268
52,267
53,267
59,261
59,260
61,258
61,257
62,256
62,255
63,254
63,253
64,252
64,251
65,250
65,248
66,247
66,241
67,240
67,235
68,234
68,233
69,232
69,227
70,226
70,219
71,218
71,213
72,212
72,206
73,205
73,190
74,189
74,188
75,187
75,185
76,184
76,178
77,177
77,161
78,160
78,157
79,156
79,94
80,93
80,88
81,87
81,63
80,62
80,60
79,59
79,57
78,56
78,55
66,43
65,43
64,42
59,42
58,41
