time_s,x_m,y_m,psi_rad,kappa_rad,vx_mps,ax_mps2
5.350000,-1.978100,-3.191679,1.100471,0.064542,4.521273,-5.607674
5.400000,-1.901581,-3.038769,1.113976,0.093310,4.301087,-4.845040
5.450000,-1.827501,-2.884658,1.132214,0.120317,4.101671,-4.180072
5.500000,-1.756617,-2.729054,1.155303,0.149611,3.921287,-3.599024
5.550000,-1.689740,-2.571690,1.183448,0.179641,3.759326,-3.154237
5.600000,-1.627725,-2.412353,1.216628,0.208649,3.611352,-2.711988
5.650000,-1.571438,-2.250908,1.254896,0.239304,3.478715,-2.164747
5.700000,-1.521815,-2.087299,1.298692,0.273454,3.367619,-1.284994
5.750000,-1.479926,-1.921547,1.349002,0.314978,3.296735,-0.174012
5.800000,-1.447044,-1.753782,1.406897,0.360701,3.285093,0.002603
5.850000,-1.424362,-1.584344,1.468704,0.364965,3.285826,0.194123
5.900000,-1.412091,-1.413830,1.528272,0.332350,3.293015,0.947040
5.950000,-1.409517,-1.242891,1.582235,0.298738,3.338371,1.657465
6.000000,-1.415688,-1.072041,1.630689,0.267970,3.420120,2.138035
6.050000,-1.429686,-0.901651,1.673988,0.238534,3.523588,2.569346
6.100000,-1.450637,-0.731975,1.712574,0.212775,3.644672,2.906033
6.150000,-1.477768,-0.563174,1.747140,0.191258,3.777566,3.145104
6.200000,-1.510406,-0.395347,1.777992,0.169669,3.916454,3.462768
6.250000,-1.547892,-0.228535,1.805037,0.146800,4.063363,3.900862
6.300000,-1.589556,-0.062716,1.828266,0.124935,4.222746,4.402597
6.350000,-1.634760,0.102177,1.847873,0.104383,4.395666,4.900528
6.400000,-1.682897,0.266239,1.863922,0.083333,4.581079,5.244455
6.450000,-1.733365,0.429601,1.876313,0.061646,4.772160,5.315461
6.500000,-1.785549,0.592423,1.884964,0.039834,4.959754,4.977854
6.550000,-1.838851,0.754885,1.890122,0.020389,5.127549,6.096097
6.600000,-1.892724,0.917160,1.892017,0.001707,5.328568,-0.373976
6.650000,-1.946636,1.079421,1.890557,-0.018681,5.352080,-8.667275
6.700000,-2.000029,1.241854,1.885612,-0.039091,5.063333,-6.316405
6.750000,-2.052342,1.404637,1.877336,-0.057842,4.841585,-5.744847
6.800000,-2.103039,1.567929,1.865753,-0.077677,4.632894,-5.092893
6.850000,-2.151556,1.731881,1.850664,-0.098869,4.438676,-4.426634
6.900000,-2.197290,1.896630,1.831843,-0.121146,4.263061,-4.005446
6.950000,-2.239605,2.062288,1.809324,-0.142350,4.098148,-3.681578
7.000000,-2.277884,2.228923,1.783305,-0.162257,3.940388,-3.295935
7.050000,-2.311511,2.396557,1.753594,-0.185194,3.792865,-2.863367
7.100000,-2.339796,2.565173,1.719606,-0.212220,3.660447,-2.629774
7.150000,-2.361960,2.734700,1.681337,-0.235695,3.534662,-2.440790
7.200000,-2.377275,2.904979,1.638952,-0.259769,3.414025,-2.371522
7.250000,-2.385032,3.075767,1.592840,-0.279971,3.293332,-2.455713
7.300000,-2.384626,3.246727,1.543514,-0.297738,3.163478,-2.385615
7.350000,-2.375461,3.417440,1.490012,-0.327562,3.030619,-2.108596
7.400000,-2.356685,3.587359,1.430170,-0.372420,2.907789,-1.695211
7.450000,-2.327125,3.755734,1.362541,-0.418880,2.803008,-1.161038
7.500000,-2.285573,3.921550,1.286446,-0.470919,2.730674,-1.063381
7.550000,-2.230882,4.083499,1.202581,-0.510571,2.661008,-0.540857
7.600000,-2.162494,4.240146,1.115870,-0.507986,2.625518,-0.987993
7.650000,-2.080794,4.390286,1.029130,-0.506475,2.564790,-1.262550
7.700000,-1.986191,4.532641,0.938011,-0.556609,2.476322,-0.898712
7.750000,-1.878442,4.665298,0.837146,-0.625354,2.413675,-0.952697
7.800000,-1.757288,4.785828,0.727580,-0.659001,2.344878,-0.885919
7.850000,-1.623373,4.891983,0.611967,-0.694641,2.279426,-0.909512
7.900000,-1.477816,4.981486,0.489196,-0.743211,2.209804,-0.811959
7.950000,-1.322084,5.051801,0.357565,-0.798891,2.145204,-0.291246
8.000000,-1.158325,5.100323,0.216571,-0.854722,2.112515,0.168067
