#x_m,y_m,w_tr_right_m,w_tr_left_m
-0.44783340526542936,8.647833405265434,0.6571067811865476,1.3147344063956181
-0.3176452636718743,8.600000000000001,0.6000000000000001,1.25384048104053
-0.191765213638325,8.541765213638328,0.5684658438426491,1.1583045973594572
-0.07105350232337226,8.471053502323375,0.5541522986797286,1.0912712210513327
0.03501316338421301,8.364986836615788,0.520087712549569,1.060180165558726
0.10000000000000053,8.24190368652344,0.49083269131959845,1.0465856099730655
0.15000000000000036,8.112612915039065,0.4885164807134504,1.0477249200050076
0.20000000000000018,7.983322143554691,0.5022680508593631,1.0567971810589327
0.20000000000000018,7.833322143554689,0.5,1.1043396380615196
0.2500000000000009,7.704031372070315,0.55,1.090175425099138
0.2825053949072087,7.567494605092794,0.5090169943749475,1.1384864324004713
0.31786145878290917,7.432138541217093,0.5090169943749475,1.1384864324004713
0.38857358653431184,7.311426413465689,0.5090169943749475,1.1204699910719627
0.42392965041001407,7.176070349589988,0.5090169943749475,1.1353269591129698
0.4592857142857145,7.040714285714287,0.5090169943749475,1.1
0.5000000000000009,6.9075775146484375,0.520087712549569,1.05
0.5299978420371172,6.770002157962885,0.47201532544552754,1.05
0.5500000000000007,6.628286743164065,0.47201532544552754,1.0106601717798214
0.6000000000000005,6.49899597167969,0.4885164807134504,0.9940306508910551
0.6007099697885199,6.349290030211481,0.4424428900898052,1.0
0.6500000000000004,6.219705200195314,0.45990195135927847,0.9500000000000001
0.6714220975399225,6.078577902460079,0.42434164902525695,0.9611874208078343
0.7000000000000002,5.9404144287109375,0.45,0.90524865872714
0.7000000000000002,5.790414428710939,0.4109772228646444,0.9
0.7000000000000002,5.64041442871094,0.4,0.9
0.7000000000000002,5.490414428710938,0.4,0.9
0.7000000000000002,5.34041442871094,0.4,0.9
0.7000000000000002,5.1904144287109375,0.4,0.9
0.7000000000000002,5.040414428710939,0.4027692569068709,0.9
0.7000000000000002,4.89041442871094,0.4424428900898052,0.9
0.657865774708676,4.7578657747086766,0.4109772228646444,0.9500000000000001
0.6500000000000004,4.611123657226564,0.45,0.9500000000000001
0.6225097108329738,4.472509710832977,0.42434164902525695,1.0
0.6000000000000005,4.3318328857421875,0.45990195135927847,1.0
0.5871536469572733,4.187153646957274,0.45249378105604454,1.0420164833920778
0.5500000000000007,4.052542114257815,0.47201532544552754,1.0188779163215975
0.5164415192058707,3.916441519205872,0.45990195135927847,1.051135777277262
0.5000000000000009,3.773251342773438,0.5022680508593631,1.0293516572461452
0.4500000000000002,3.643960571289064,0.4885164807134504,1.0545361017187262
0.445729391454468,3.495729391454468,0.4885164807134504,1.1
0.40000000000000036,3.3646697998046893,0.5090169943749475,1.090175425099138
0.35000000000000053,3.235379028320313,0.5090169943749475,1.10974135047432
0.30430513595166264,3.1043051359516607,0.5090169943749475,1.1510412149464313
0.2689490720759604,2.9689490720759615,0.520087712549569,1.1675795661885922
0.20000000000000018,2.8475067138671886,0.53309518948453,1.1675795661885922
0.15000000000000036,2.7182159423828143,0.53309518948453,1.1849089035228468
0.056814699725944884,2.6068146997259465,0.5156854249492381,1.2247548783981963
-0.01389590211691516,2.486104097883084,0.5510407640085654,1.227693233918064
-0.11996180488120611,2.3800381951187966,0.53309518948453,1.25384048104053
-0.1906725042439117,2.2593274957560894,0.5520797289396148,1.2247548783981963
-0.2967386613214149,2.153261338678586,0.5510407640085654,1.240348790056394
-0.40280481839891813,2.047195181601081,0.5510407640085654,1.2306248474865698
-0.5088709754764205,1.9411290245235797,0.5510407640085654,1.2119429464123963
-0.621124267578125,1.8500000000000014,0.5520797289396148,1.1919742348374223
-0.7356476985822482,1.7643523014177518,0.53309518948453,1.2227922061357857
-0.856358300425109,1.6936416995748935,0.5684658438426491,1.2581475451951132
-0.98828125,1.6500000000000021,0.6019202405202649,1.2935028842544405
-1.1175720214843747,1.6000000000000014,0.65,1.3712670403551896
-1.247781614156236,1.5522183858437657,0.65,1.4500000000000002
-1.3968627929687498,1.5500000000000007,0.7000000000000001,1.540990257669732
-1.5261535644531246,1.5000000000000018,0.756225774829855,1.6150825805346714
-1.6761535644531245,1.5000000000000018,0.7881527307120106,1.7304493814764859
-1.7892045863244666,1.4107954136755332,0.8692388155425118,1.7809833423600556
-1.8499999999999996,1.2859771728515632,0.8058621384311846,1.742344832893492
-1.8499999999999996,1.1359771728515646,0.8,1.6719175357722564
-1.8999999999999995,1.0066864013671886,0.75,1.6719175357722564
-1.8999999999999995,0.8566864013671882,0.75,1.6120770138594662
-1.930627967198964,0.7193720328010365,0.7148529270389178,1.6120770138594662
-1.9499999999999997,0.5773956298828136,0.75,1.5640012391568974
-1.9999999999999996,0.4481048583984393,0.7000000000000001,1.5778820596099707
-1.9999999999999996,0.2981048583984389,0.7000000000000001,1.5570158679988197
-1.9999999999999996,0.14810485839843857,0.7000000000000001,1.55
-1.9999999999999996,-0.0018951416015617895,0.7000000000000001,1.5287653403846946
-1.9999999999999996,-0.15189514160156037,0.7000000000000001,1.5072411502397438
-1.9999999999999996,-0.3018951416015607,0.7000000000000001,1.5
-1.9499999999999997,-0.4311859130859368,0.7310249675906655,1.4500000000000002
-1.8999999999999995,-0.5604766845703111,0.6882411530116701,1.4000000000000001
-1.8499999999999996,-0.6897674560546854,0.6882411530116701,1.35356688476182
-1.7999999999999998,-0.8190582275390614,0.6606335201775948,1.3229530217745982
-1.7499999999999996,-0.9483489990234357,0.6446221994724902,1.2962912017836261
-1.6999999999999997,-1.0776397705078118,0.620820393249937,1.2841664064126335
-1.6450992662926192,-1.2049007337073796,0.5903124237432849,1.2738202294873728
-1.5743871385412165,-1.3256128614587812,0.5764982043070834,1.2480754985747171
-1.5036750107898138,-1.4463249892101846,0.5764982043070834,1.2316005617976298
-1.468319630564726,-1.5816803694352721,0.5520797289396148,1.2316005617976298
-1.3976089771255933,-1.702391022874405,0.5541522986797286,1.202996408614167
-1.3268973479208475,-1.823102652079152,0.5520797289396148,1.202996408614167
-1.2499999999999996,-1.9412506103515614,0.5764982043070834,1.1593386622447823
-1.1854750652769686,-2.0645249347230283,0.53309518948453,1.2000000000000002
-1.0999999999999996,-2.179119873046874,0.5603277807866851,1.1593386622447823
-1.0086985606698171,-2.291301439330182,0.5520797289396148,1.1706555615733703
-0.9379879588269562,-2.412012041173041,0.5510407640085654,1.1706555615733703
-0.8319220560626661,-2.5180779439373318,0.5603277807866851,1.1541594578792296
-0.7258561532983743,-2.6241438467016245,0.5863961030678928,1.1520815280171308
-0.6197902505340842,-2.7302097494659154,0.5863961030678928,1.1541594578792296
-0.5137243477697933,-2.8362756522302064,0.5863961030678928,1.1706555615733703
-0.4076584450055023,-2.9423415549944956,0.5863961030678928,1.1541594578792296
-0.30159254224121135,-3.0484074577587865,0.5863961030678928,1.1520815280171308
-0.23088194039835042,-3.169118059601649,0.5603277807866851,1.1874368670764583
-0.12481603763406035,-3.27518396236594,0.5863961030678928,1.1874368670764583
-0.054105294309865215,-3.3958947056901323,0.5603277807866851,1.2247548783981963
0.05196093542878,-3.5019609354287766,0.5863961030678928,1.25384048104053
0.15802716516742432,-3.6080271651674245,0.6019202405202649,1.2581475451951132
0.2500000000000009,-3.719931030273436,0.6226812023536855,1.25862523283024
0.3348042147318324,-3.8348042147318306,0.6019202405202649,1.3009256086106298
0.44087044447047763,-3.940870444470475,0.6226812023536855,1.3229530217745982
0.546936674209122,-4.046936674209119,0.6446221994724902,1.3293114224133724
0.6176475665721979,-4.167647566572196,0.6300735254367722,1.3800349646075092
0.7237142322797832,-4.273714232279783,0.6571067811865476,1.4034441853748634
0.8444252149293927,-4.344425214929392,0.6933034373659254,1.3800349646075092
0.9504915754583445,-4.450491575458343,0.6711102550927979,1.4000000000000001
1.059274291992188,-4.549999999999999,0.6571067811865476,1.4103081866510234
1.1772685095272006,-4.6272685095272,0.6882411530116701,1.3922205101855958
1.2833344122914925,-4.733334412291491,0.6606335201775948,1.3995689014324224
1.4057220458984379,-4.799999999999999,0.6300735254367722,1.364213562373095
1.535012817382813,-4.849999999999999,0.620820393249937,1.3288582233137678
1.6454683757363897,-4.945468375736387,0.620820393249937,1.281352695569435
1.7661789775792505,-5.016178977579249,0.6000000000000001,1.2247548783981963
1.8868898447727709,-5.086889844772769,0.6019202405202649,1.1879418403139947
1.9929565104803562,-5.192956510480354,0.5764982043070834,1.1874368670764583
2.1136671629874204,-5.263667162987419,0.5764982043070834,1.1520815280171308
2.2197330657517105,-5.36973306575171,0.5520797289396148,1.1520815280171308
2.3257989685160014,-5.475798968515999,0.5520797289396148,1.1520815280171308
2.3965105740181274,-5.596510574018125,0.53309518948453,1.1849089035228468
2.467221251159881,-5.717221251159877,0.5541522986797286,1.1919742348374223
2.537931853002741,-5.83793185300274,0.5541522986797286,1.2227922061357857
2.6086426413465693,-5.958642641346568,0.582455532033676,1.240348790056394
2.6500000000000004,-6.091513061523436,0.6076473218982953,1.2624404748406688
2.7,-6.220803833007811,0.65,1.3288582233137678
2.7147108329736733,-6.364710832973673,0.65,1.4205441169852744
2.750000000000001,-6.500094604492187,0.7000000000000001,1.470690632574555
2.750000000000001,-6.650094604492186,0.7000000000000001,1.5453056133543817
2.750000000000001,-6.800094604492187,0.7148529270389178,1.6270509831248423
2.750000000000001,-6.950094604492186,0.7577747210701755,1.6500000000000001
2.71457774487411,-7.085422255125888,0.756225774829855,1.6507351351694952
2.608511666046957,-7.191488333953043,0.7310249675906655,1.6602631376487071
2.5024455872198024,-7.2975544127801975,0.7278174593052023,1.6485287751463031
2.3963795083926493,-7.403620491607352,0.7278174593052023,1.614331697709324
2.2903134295654954,-7.509686570434504,0.7278174593052023,1.5901219466856729
2.1842473507383406,-7.615752649261659,0.7278174593052023,1.5778820596099707
2.069143676757813,-7.699999999999999,0.7278174593052023,1.5601242188104618
1.9574700407129813,-7.79252995928702,0.7000000000000001,1.582482771731451
1.8367590254849917,-7.863240974515008,0.711577310586391,1.5901219466856729
1.722695922851563,-7.949999999999999,0.7405694150420948,1.5724980739587953
1.60998252087784,-8.040017479122158,0.7326237921249265,1.5901219466856729
1.4848266601562505,-8.099999999999998,0.7577747210701755,1.582482771731451
1.3555358886718754,-8.149999999999999,0.756225774829855,1.5878339354159199
1.2332027793962155,-8.216797220603786,0.7310249675906655,1.6270509831248423
1.1176666259765629,-8.299999999999999,0.756225774829855,1.582482771731451
1.0064262747890647,-8.393573725210935,0.7405694150420948,1.582482771731451
0.8797973632812504,-8.45,0.7405694150420948,1.5601242188104618
0.7650039921451857,-8.534996007854815,0.7278174593052023,1.5601242188104618
0.644293390302324,-8.605706609697677,0.7000000000000001,1.538238017426859
0.5235827884594642,-8.676417211540535,0.6882411530116701,1.538238017426859
0.40406188964843803,-8.75,0.7132168761236874,1.4935349040433132
0.2821601208459219,-8.817839879154079,0.6882411530116701,1.5192354826475216
0.16144882501456692,-8.888551174985434,0.6711102550927979,1.5311388300841897
0.04073822317170528,-8.959261776828292,0.6711102550927979,1.515247584249853
-0.07167663574218697,-9.049999999999999,0.7000000000000001,1.470690632574555
-0.20068407423392198,-9.100684074233921,0.6658910531638177,1.4935349040433132
-0.32139620198532537,-9.171396201985324,0.6658910531638177,1.4935349040433132
-0.44210832973672787,-9.242108329736729,0.6658910531638177,1.4935349040433132
-0.5681304931640625,-9.299999999999999,0.711577310586391,1.470690632574555
-0.6974212646484368,-9.35,0.711577310586391,1.470690632574555
-0.8188871625558356,-9.418887162555835,0.6882411530116701,1.4935349040433132
-0.9542424634772662,-9.454242463477264,0.6780109889280519,1.515247584249853
-1.0749530653201265,-9.524953065320126,0.6933034373659254,1.515247584249853
-1.2103083662415566,-9.560308366241557,0.6933034373659254,1.538238017426859
-1.343867492675781,-9.6,0.7148529270389178,1.538238017426859
-1.4731567382812498,-9.649999999999999,0.7262087348130013,1.5601242188104618
-1.6024459838867182,-9.7,0.75156097709407,1.565549442140351
-1.7524459838867186,-9.7,0.75,1.6270509831248423
-1.9017295699272778,-9.701729569927277,0.75,1.6942763542512411
-2.0317352294921873,-9.75,0.8,1.6942763542512411
-2.1817352294921872,-9.75,0.8,1.7527756377319947
-2.331735229492187,-9.75,0.8,1.8080904176062047
-2.4577954726915685,-9.79220452730843,0.8131338250816035,1.7939088914585775
-2.590313720703125,-9.75,0.8360022573334676,1.696424919657298
-2.6992166763772896,-9.65078332362271,0.7776472678623425,1.6068041525780892
-2.8052825791415805,-9.544717420858419,0.7310249675906655,1.4797058540778356
-2.9,-9.433950805664061,0.692462120245875,1.4500000000000002
-2.9499999999999997,-9.304661560058593,0.6571067811865476,1.4034441853748634
-3.05,-9.196083068847656,0.6217514421272202,1.3229530217745982
-3.123480287434453,-9.076519712565547,0.6226812023536855,1.2480754985747171
