# time_s,x_m,y_m,psi_rad,kappa_rad,vx_mps,ax_mps2
3.650000,-4.638634,0.017433,-1.403872,0.090248,4.122863,2.293381
3.700000,-4.636889,-0.119334,-2.031496,0.084766,4.196900,2.496977
3.750000,-4.633559,-0.256072,-1.361822,0.079122,4.275811,2.728290
3.800000,-4.628749,-0.392766,-1.534748,0.073757,4.360530,2.947084
3.850000,-4.622559,-0.529405,-1.550008,0.068819,4.450618,3.141114
3.900000,-4.615084,-0.665978,-1.498621,0.063657,4.544714,3.382762
3.950000,-4.606421,-0.802482,-1.504560,0.058116,4.643422,3.688061
4.000000,-4.596673,-0.938912,-1.497462,0.052489,4.748671,4.030579
4.050000,-4.585946,-1.075269,-1.488046,0.046694,4.860937,4.443148
4.100000,-4.574349,-1.211555,-1.483121,0.040802,4.981520,4.873622
4.150000,-4.561991,-1.347774,-1.477889,0.035009,5.111161,5.193428
4.200000,-4.548980,-1.483933,-1.473328,0.029418,5.247124,5.276164
4.250000,-4.535422,-1.620037,-1.469766,0.023832,5.383229,5.225850
4.300000,-4.521420,-1.756097,-1.466891,0.018030,5.514636,5.222112
4.350000,-4.507084,-1.892122,-1.464821,0.012065,5.642398,5.293029
4.400000,-4.492523,-2.028124,-1.463585,0.006061,5.769004,5.125667
4.450000,-4.477849,-2.164113,-1.463162,0.000122,5.891667,5.125960
4.500000,-4.463172,-2.300102,-1.463547,-0.005732,6.005421,6.068704
4.550000,-4.448602,-2.436102,-1.464734,-0.011598,6.140828,3.252084
4.600000,-4.434249,-2.572125,-1.466724,-0.017532,6.248235,-2.719976
4.650000,-4.420221,-2.708183,-1.469529,-0.023488,6.207173,-4.159001
4.700000,-4.406630,-2.844285,-1.473146,-0.029401,6.109659,-3.174046
4.750000,-4.393588,-2.980440,-1.477577,-0.035355,6.033415,-2.254744
4.800000,-4.381203,-3.116657,-1.482822,-0.041403,5.976983,-1.291178
4.850000,-4.369589,-3.252941,-1.488868,-0.046982,5.942607,-0.547138
4.900000,-4.358853,-3.389298,-1.495706,-0.052746,5.927154,-0.048726
4.950000,-4.349093,-3.525728,-1.503188,-0.057369,5.923563,0.130177
5.000000,-4.340386,-3.662230,-1.510703,-0.051523,5.928788,-0.973577
5.050000,-4.332630,-3.798789,-1.517106,-0.038511,5.916899,-3.037441
5.100000,-4.325606,-3.935387,-1.521548,-0.027257,5.857632,-5.174377
5.150000,-4.319093,-4.072011,-1.524537,-0.017256,5.747833,-7.379373
5.200000,-4.312901,-4.208649,-1.526253,-0.007591,5.580609,-8.562678
5.250000,-4.306851,-4.345294,-1.526637,0.001946,5.366289,-8.049894
5.300000,-4.300765,-4.481937,-1.525727,0.011283,5.151343,-7.107717
5.350000,-4.294468,-4.618571,-1.523545,0.020603,4.953184,-6.273773
5.400000,-4.287786,-4.755186,-1.520090,0.029970,4.771960,-5.554477
5.450000,-4.280544,-4.891773,-1.515354,0.039242,4.605098,-4.831150
5.500000,-4.272568,-5.028319,-1.509304,0.049181,4.454242,-4.166555
5.550000,-4.263672,-5.164809,-1.501872,0.059824,4.320127,-3.670403
5.600000,-4.253662,-5.301220,-1.493000,0.069911,4.199614,-3.385434
5.650000,-4.242352,-5.437530,-1.482846,0.078320,4.086282,-3.180870
5.700000,-4.229583,-5.573711,-1.471612,0.085473,3.976724,-2.959469
5.750000,-4.215221,-5.709735,-1.459411,0.092964,3.871661,-2.718082
5.800000,-4.199129,-5.845564,-1.446146,0.101194,3.772408,-2.489822
5.850000,-4.181159,-5.981157,-1.431719,0.109887,3.679216,-2.286302
5.900000,-4.161153,-6.116465,-1.416091,0.118610,3.591512,-2.101074
5.950000,-4.138954,-6.251430,-1.399267,0.127385,3.509053,-1.943164
6.000000,-4.114408,-6.385988,-1.381249,0.136124,3.431178,-1.807605
6.050000,-4.087360,-6.520065,-1.362038,0.144729,3.357138,-1.685752
6.100000,-4.057665,-6.653581,-1.341651,0.153364,3.286683,-1.585204
6.150000,-4.025175,-6.786444,-1.320087,0.161986,3.219173,-1.500422
6.200000,-3.989750,-6.918554,-1.297343,0.170552,3.153972,-1.421012
6.250000,-3.951252,-7.049801,-1.273419,0.179262,3.090938,-1.344183
6.300000,-3.909549,-7.180065,-1.248291,0.188215,3.030096,-1.273473
6.350000,-3.864506,-7.309211,-1.221923,0.197394,2.971365,-1.211634
6.400000,-3.815992,-7.437094,-1.194289,0.206713,2.914435,-1.156772
6.450000,-3.763883,-7.563553,-1.165368,0.216197,2.859067,-1.108106
6.500000,-3.708058,-7.688416,-1.135136,0.225896,2.805046,-1.065203
6.550000,-3.648402,-7.811493,-1.103561,0.235845,2.752159,-1.027446
6.600000,-3.584808,-7.932582,-1.070605,0.246091,2.700206,-0.994425
6.650000,-3.517174,-8.051461,-1.036225,0.256683,2.648993,-0.965487
6.700000,-3.445409,-8.167891,-1.000369,0.267682,2.598336,-0.939831
6.750000,-3.369430,-8.281615,-0.962976,0.279162,2.548087,-0.917218
6.800000,-3.289166,-8.392354,-0.923976,0.291197,2.498104,-0.897493
6.850000,-3.204555,-8.499809,-0.883287,0.303863,2.448238,-0.878113
6.900000,-3.115552,-8.603653,-0.840816,0.317265,2.398370,-0.851820
6.950000,-3.022128,-8.703536,-0.796450,0.331573,2.348913,-0.833431
7.000000,-2.924271,-8.799079,-0.750069,0.346821,2.299843,-0.797335
7.050000,-2.821993,-8.889872,-0.701547,0.362797,2.250375,-0.610902
7.100000,-2.715336,-8.975476,-0.650687,0.380837,2.208879,-0.303036
7.150000,-2.604368,-9.055411,-0.597329,0.400282,2.185243,-0.036830
7.200000,-2.489201,-9.129164,-0.541581,0.415333,2.180851,0.006081
7.250000,-2.370052,-9.196287,-0.484441,0.420308,2.182099,0.003351
7.300000,-2.247252,-9.256479,-0.427273,0.414482,2.181077,0.134160
7.350000,-2.121240,-9.309626,-0.371262,0.403847,2.186765,0.329150
7.400000,-1.992482,-9.355734,-0.316706,0.393603,2.204708,0.425296
7.450000,-1.861426,-9.394839,-0.263393,0.386303,2.231212,0.373730
7.500000,-1.728485,-9.426965,-0.210924,0.381385,2.255249,0.289739
7.550000,-1.594049,-9.452118,-0.159149,0.376120,2.273642,0.267408
7.600000,-1.458500,-9.470335,-0.108217,0.368572,2.289160,0.331719
7.650000,-1.322205,-9.481702,-0.058471,0.358593,2.307517,0.441630
7.700000,-1.185517,-9.486377,-0.010156,0.347656,2.332026,0.535165
7.750000,-1.048759,-9.484546,0.036692,0.337312,2.362333,0.575973
7.800000,-0.912231,-9.476406,0.082206,0.328384,2.395385,0.566534
7.850000,-0.776207,-9.462144,0.126555,0.320281,2.427815,0.548226
7.900000,-0.640937,-9.441937,0.169837,0.312647,2.458669,0.537219
7.950000,-0.506656,-9.415964,0.212120,0.305633,2.488486,0.523520
8.000000,-0.373577,-9.384400,0.253514,0.299739,2.517396,0.488717
8.050000,-0.241905,-9.347406,0.294163,0.294839,2.544404,0.442249
8.100000,-0.111831,-9.305133,0.334194,0.290585,2.568610,0.399847
8.150000,0.016460,-9.257724,0.373681,0.286876,2.590302,0.361224
8.200000,0.142792,-9.205318,0.412690,0.283591,2.609742,0.328416
8.250000,0.266996,-9.148052,0.451277,0.280677,2.627238,0.298765
8.300000,0.388911,-9.086060,0.489494,0.278200,2.643137,0.264644
8.350000,0.508379,-9.019474,0.527403,0.276179,2.657185,0.240700
8.400000,0.625247,-8.948423,0.565067,0.274616,2.669707,0.199355
8.450000,0.739363,-8.873033,0.602548,0.273516,2.680937,0.082868
8.500000,0.850580,-8.793427,0.639910,0.272859,2.686826,-0.042236
8.550000,0.958748,-8.709726,0.677211,0.272630,2.685855,-0.122814
8.600000,1.063720,-8.622050,0.714510,0.272828,2.680198,-0.161889
8.650000,1.165347,-8.530518,0.751865,0.273453,2.672252,-0.193576
8.700000,1.263480,-8.435250,0.789335,0.274508,2.662762,-0.229806
8.750000,1.357967,-8.336364,0.826979,0.275996,2.651343,-0.263130
8.800000,1.448654,-8.233983,0.864856,0.277926,2.638115,-0.294676
8.850000,1.535384,-8.128228,0.903029,0.280307,2.623165,-0.324960
8.900000,1.617996,-8.019227,0.941558,0.283151,2.606519,-0.353359
8.950000,1.696325,-7.907108,0.980509,0.286470,2.588242,-0.379834
9.000000,1.770200,-7.792007,1.019947,0.290280,2.568402,-0.404389
9.050000,1.839448,-7.674064,1.059941,0.294596,2.547065,-0.426804
9.100000,1.903888,-7.553427,1.100561,0.299438,2.524303,-0.446679
9.150000,1.963333,-7.430252,1.141880,0.304815,2.500217,-0.464805
9.200000,2.017591,-7.304707,1.183971,0.310746,2.474880,-0.480410
9.250000,2.066465,-7.176970,1.226914,0.317261,2.448346,-0.491349
9.300000,2.109751,-7.047232,1.270784,0.324330,2.420874,-0.503649
9.350000,2.147240,-6.915704,1.315661,0.331958,2.392446,-0.511796
9.400000,2.178719,-6.782609,1.361623,0.340213,2.362948,-0.506045
9.450000,2.203971,-6.648195,1.408758,0.349124,2.333494,-0.521512
9.500000,2.222781,-6.512730,1.457106,0.358112,2.303039,-0.425966
9.550000,2.234932,-6.376507,1.506750,0.367545,2.273601,-0.100389
9.600000,2.240209,-6.239845,1.558018,0.381799,2.263633,-0.002542
9.650000,2.238384,-6.103096,1.610515,0.389477,2.265223,0.011110
9.700000,2.229336,-5.966632,1.662940,0.376836,2.262421,0.357962
9.750000,2.213297,-5.830811,1.713307,0.357887,2.278238,0.693980
9.800000,2.190621,-5.695936,1.761032,0.340169,2.316434,0.863127
9.850000,2.161696,-5.562260,1.806367,0.323137,2.365657,0.946544
9.900000,2.126899,-5.429992,1.849278,0.304586,2.418548,1.079157
9.950000,2.086625,-5.299285,1.889669,0.285684,2.476616,1.225439
10.000000,2.041271,-5.170252,1.927535,0.268088,2.542055,1.324160
10.050000,1.991215,-5.042968,1.963038,0.251162,2.611237,1.422696
10.100000,1.936816,-4.917478,1.996274,0.234815,2.683462,1.529956
10.150000,1.878413,-4.793799,2.027303,0.218981,2.759103,1.648509
10.200000,1.816332,-4.671925,2.056182,0.203324,2.838162,1.794028
10.250000,1.750885,-4.551824,2.082968,0.188273,2.921646,1.945793
10.300000,1.682365,-4.433448,2.107719,0.173767,3.009830,2.109709
10.350000,1.611051,-4.316734,2.130481,0.159105,3.102279,2.324031
10.400000,1.537215,-4.201598,2.151247,0.144475,3.200710,2.575588
10.450000,1.461117,-4.087943,2.170010,0.129928,3.306399,2.875242
10.500000,1.383012,-3.975659,2.186776,0.115243,3.420102,3.244100
10.550000,1.303147,-3.864618,2.201532,0.100490,3.543927,3.632757
10.600000,1.221763,-3.754686,2.214265,0.085708,3.678048,4.197387
10.650000,1.139096,-3.645715,2.224974,0.070869,3.824517,4.902742
10.700000,1.055377,-3.537551,2.233648,0.055956,3.992155,4.951953
10.750000,0.970832,-3.430030,2.240278,0.040976,4.160939,5.561287
10.800000,0.885686,-3.322984,2.244852,0.025917,4.326312,6.012311
10.850000,0.800162,-3.216241,2.247357,0.010700,4.530081,0.137038
10.900000,0.714482,-3.109623,2.247773,-0.004636,4.597324,-6.046824
10.950000,0.628869,-3.002951,2.246088,-0.020008,4.426812,-6.431988
11.000000,0.543549,-2.896045,2.242302,-0.035363,4.215996,-5.514414
11.050000,0.458747,-2.788727,2.236413,-0.050746,4.026868,-4.792543
11.100000,0.374692,-2.680824,2.228416,-0.066187,3.855286,-4.170385
11.150000,0.291617,-2.572164,2.218307,-0.081651,3.699619,-3.649955
11.200000,0.209762,-2.462584,2.206080,-0.097132,3.557979,-3.215086
11.250000,0.129369,-2.351927,2.191737,-0.112611,3.428550,-2.844490
11.300000,0.050691,-2.240044,2.175277,-0.128066,3.309889,-2.527294
11.350000,-0.026016,-2.126801,2.156700,-0.143578,3.200993,-2.277825
11.400000,-0.100484,-2.012074,2.136017,-0.158932,3.100021,-2.078989
11.450000,-0.172441,-1.895757,2.113254,-0.173909,3.004892,-1.892344
11.500000,-0.241611,-1.777761,2.088415,-0.189198,2.915556,-1.725562
11.550000,-0.307702,-1.658015,2.061461,-0.204973,2.831813,-1.609033
11.600000,-0.370411,-1.536464,2.032349,-0.220801,2.752191,-1.554514
11.650000,-0.429422,-1.413076,2.001101,-0.236192,2.673318,-1.499723
11.700000,-0.484414,-1.287847,1.967691,-0.252096,2.594477,-1.375100
11.750000,-0.535048,-1.160794,1.931959,-0.270141,2.518548,-1.141430
11.800000,-0.580945,-1.031954,1.893561,-0.291177,2.452033,-0.814709
11.850000,-0.621672,-0.901389,1.852249,-0.313337,2.401206,-0.399904
11.900000,-0.656774,-0.769202,1.807982,-0.334327,2.372153,-0.039217
11.950000,-0.685814,-0.635553,1.761117,-0.351929,2.367676,-0.015279
12.000000,-0.708451,-0.500675,1.712991,-0.355065,2.368015,0.061357
12.050000,-0.724572,-0.364860,1.665309,-0.342097,2.367263,0.405419
12.100000,-0.734335,-0.228442,1.619512,-0.327023,2.386181,0.671975
12.150000,-0.737985,-0.091721,1.575784,-0.312638,2.422024,0.819516
12.200000,-0.735788,0.045031,1.534014,-0.298295,2.466583,0.912798
12.250000,-0.728016,0.181581,1.494197,-0.284014,2.515613,0.999461
12.300000,-0.714947,0.317726,1.456315,-0.269970,2.568323,1.082000
12.350000,-0.696860,0.453298,1.420337,-0.256184,2.624374,1.163090
12.400000,-0.674035,0.588152,1.386233,-0.242542,2.683302,1.252901
12.450000,-0.646750,0.722176,1.353983,-0.229059,2.745328,1.351941
12.500000,-0.615279,0.855281,1.323567,-0.215725,2.810707,1.461836
12.550000,-0.579895,0.987399,1.294967,-0.202500,2.879676,1.586016
12.600000,-0.540865,1.118487,1.268168,-0.189372,2.952624,1.726569
12.650000,-0.498453,1.248521,1.243158,-0.176330,3.029980,1.886109
12.700000,-0.452917,1.377494,1.219927,-0.163359,3.112217,2.067876
12.750000,-0.404511,1.505418,1.198466,-0.150449,3.199875,2.275578
12.800000,-0.353482,1.632320,1.178767,-0.137598,3.293561,2.513857
12.850000,-0.300074,1.758238,1.160820,-0.124819,3.393957,2.786536
12.900000,-0.244524,1.883227,1.144615,-0.112120,3.501808,3.098423
12.950000,-0.187063,2.007350,1.130157,-0.099324,3.617845,3.473139
