# time_s,x_m,y_m,psi_rad,kappa_rad,vx_mps,vy_mps,psi_rate_radps
3.130000,-2.632310,-6.006900,1.978887,-0.678433,3.482506,0.000510,-3.314072
3.140000,-2.650967,-5.961721,1.946029,-0.667100,3.506289,0.000476,-3.258032
3.150000,-2.668141,-5.915960,1.913727,-0.655916,3.530346,0.000553,-3.201805
3.160000,-2.683843,-5.869672,1.881992,-0.644638,3.554633,0.000674,-3.144404
3.170000,-2.698084,-5.822913,1.850838,-0.633023,3.579109,0.000636,-3.085798
3.180000,-2.710873,-5.775736,1.820276,-0.620832,3.603736,0.000393,-3.026449
3.190000,-2.722225,-5.728195,1.790309,-0.608117,3.628559,0.000188,-2.967364
3.200000,-2.732161,-5.680337,1.760929,-0.595285,3.653732,0.000184,-2.909141
3.210000,-2.740702,-5.632208,1.732127,-0.582765,3.679418,0.000318,-2.851811
3.220000,-2.747869,-5.583857,1.703893,-0.570983,3.705774,0.000503,-2.795278
3.230000,-2.753684,-5.535325,1.676221,-0.560032,3.732828,0.000664,-2.739302
3.240000,-2.758168,-5.486652,1.649107,-0.549506,3.760409,0.000737,-2.683725
3.250000,-2.761345,-5.437876,1.622547,-0.538958,3.788331,0.000650,-2.628531
3.260000,-2.763238,-5.389032,1.596536,-0.527943,3.816407,0.000433,-2.573367
3.270000,-2.763870,-5.340158,1.571079,-0.516231,3.844576,0.000309,-2.517238
3.280000,-2.763271,-5.291282,1.546192,-0.503983,3.872997,0.000364,-2.459432
3.290000,-2.761472,-5.242434,1.521891,-0.491401,3.901857,0.000464,-2.399881
3.300000,-2.758502,-5.193644,1.498194,-0.478690,3.931340,0.000505,-2.338675
3.310000,-2.754391,-5.144938,1.475117,-0.465961,3.961579,0.000535,-2.276098
3.320000,-2.749174,-5.096338,1.452672,-0.453121,3.992590,0.000606,-2.212376
3.330000,-2.742883,-5.047863,1.430870,-0.440052,4.024371,0.000629,-2.147535
3.340000,-2.735552,-4.999535,1.409721,-0.426634,4.056924,0.000549,-2.081572
3.350000,-2.727216,-4.951372,1.389238,-0.412799,4.090275,0.000472,-2.014480
3.360000,-2.717911,-4.903386,1.369432,-0.398627,4.124524,0.000494,-1.946253
3.370000,-2.707674,-4.855589,1.350313,-0.384219,4.159784,0.000552,-1.876890
3.380000,-2.696542,-4.807992,1.331894,-0.369679,4.196170,0.000575,-1.806435
3.390000,-2.684552,-4.760605,1.314184,-0.355078,4.233770,0.000582,-1.735086
3.400000,-2.671742,-4.713434,1.297192,-0.340394,4.272591,0.000614,-1.663030
3.410000,-2.658149,-4.666480,1.280924,-0.325583,4.312625,0.000638,-1.590297
3.420000,-2.643811,-4.619749,1.265386,-0.310598,4.353862,0.000613,-1.516887
3.430000,-2.628766,-4.573242,1.250586,-0.295413,4.396323,0.000579,-1.442791
3.440000,-2.613052,-4.526957,1.236530,-0.280066,4.440161,0.000589,-1.368004
3.450000,-2.596705,-4.480891,1.223226,-0.264612,4.485562,0.000619,-1.292522
3.460000,-2.579765,-4.435040,1.210680,-0.249109,4.532711,0.000612,-1.216595
3.470000,-2.562269,-4.389400,1.198894,-0.233639,4.581722,0.000497,-1.141764
3.480000,-2.544252,-4.343965,1.187845,-0.218438,4.632327,0.000331,-1.069739
3.490000,-2.525748,-4.298724,1.177499,-0.203788,4.684134,0.000255,-1.000937
3.500000,-2.506794,-4.253672,1.167826,-0.189970,4.736754,0.000382,-0.935337
3.510000,-2.487421,-4.208798,1.158793,-0.177210,4.789806,0.000568,-0.872780
3.520000,-2.467659,-4.164095,1.150370,-0.165372,4.842977,0.000601,-0.813073
3.530000,-2.447535,-4.119553,1.142531,-0.154176,4.895980,0.000515,-0.756161
3.540000,-2.427072,-4.075165,1.135247,-0.143341,4.948529,0.000440,-0.701891
3.550000,-2.406299,-4.030922,1.128493,-0.132600,5.000368,0.000462,-0.648873
3.560000,-2.385239,-3.986813,1.122270,-0.121805,5.051469,0.000533,-0.595270
3.570000,-2.363918,-3.942830,1.116588,-0.110866,5.101921,0.000580,-0.540475
3.580000,-2.342359,-3.898963,1.111460,-0.099693,5.151811,0.000546,-0.484549
3.590000,-2.320587,-3.855202,1.106897,-0.088216,5.201225,0.000424,-0.428252
3.600000,-2.298627,-3.811536,1.102895,-0.076561,5.250211,0.000294,-0.372682
3.610000,-2.276504,-3.767952,1.099443,-0.064970,5.298797,0.000238,-0.318254
3.620000,-2.254242,-3.724438,1.096530,-0.053687,5.347010,0.000303,-0.264981
3.630000,-2.231866,-3.680983,1.094144,-0.042941,5.394872,0.000423,-0.212973
3.640000,-2.209398,-3.637575,1.092271,-0.032739,5.442323,0.000471,-0.162406
3.650000,-2.186860,-3.594203,1.090896,-0.022933,5.489241,0.000437,-0.113356
3.660000,-2.164272,-3.550857,1.090003,-0.013369,5.535506,0.000392,-0.065797
3.670000,-2.141655,-3.507524,1.089580,-0.003899,5.581014,0.000387,-0.019243
3.680000,-2.119030,-3.464195,1.089619,0.005558,5.625993,0.000408,0.027169
3.690000,-2.096416,-3.420860,1.090123,0.015020,5.670955,0.000425,0.073851
3.700000,-2.073835,-3.377507,1.091096,0.024508,5.716422,0.000423,0.120804
3.710000,-2.051305,-3.334127,1.092539,0.034036,5.762871,0.000380,0.167656
3.720000,-2.028848,-3.290710,1.094449,0.043555,5.809634,0.000303,0.213684
3.730000,-2.006483,-3.247245,1.096813,0.052943,5.854857,0.000241,0.258500
3.740000,-1.984230,-3.203723,1.099619,0.062077,5.896624,0.000250,0.302087
3.750000,-1.962109,-3.160133,1.102854,0.070838,5.933002,0.000320,0.344429
3.760000,-1.940139,-3.116465,1.106507,0.079196,5.961238,0.000355,0.385495
3.770000,-1.918337,-3.072713,1.110564,0.087239,5.977551,0.000326,0.425265
3.780000,-1.896721,-3.028869,1.115013,0.095061,5.978093,0.000291,0.463746
3.790000,-1.875309,-2.984924,1.119839,0.102757,5.959094,0.000305,0.501389
3.800000,-1.854117,-2.940871,1.125040,0.110427,5.920986,0.000370,0.539307
3.810000,-1.833163,-2.896705,1.130625,0.118178,5.870594,0.000428,0.578228
3.820000,-1.812466,-2.852418,1.136605,0.126117,5.815278,0.000428,0.618208
3.830000,-1.792042,-2.808005,1.142990,0.134349,5.762367,0.000354,0.659078
3.840000,-1.771910,-2.763458,1.149787,0.142897,5.716114,0.000266,0.700363
3.850000,-1.752091,-2.718772,1.156997,0.151624,5.675105,0.000229,0.741722
3.860000,-1.732603,-2.673941,1.164621,0.160376,5.637313,0.000251,0.783124
3.870000,-1.713468,-2.628959,1.172659,0.169000,5.600715,0.000313,0.824533
3.880000,-1.694705,-2.583820,1.181112,0.177413,5.564018,0.000365,0.865842
3.890000,-1.676334,-2.538520,1.189976,0.185689,5.527562,0.000379,0.906964
3.900000,-1.658375,-2.493056,1.199251,0.193924,5.491911,0.000362,0.947891
3.910000,-1.640847,-2.447424,1.208934,0.202213,5.457629,0.000336,0.988738
3.920000,-1.623771,-2.401620,1.219026,0.210633,5.425130,0.000333,1.029940
3.930000,-1.607168,-2.355644,1.229533,0.219211,5.394412,0.000352,1.071870
3.940000,-1.591058,-2.309493,1.240463,0.227963,5.365402,0.000367,1.114584
3.950000,-1.575465,-2.263165,1.251824,0.236908,5.338027,0.000367,1.158220
3.960000,-1.560408,-2.216660,1.263627,0.246082,5.312286,0.000404,1.203390
3.970000,-1.545913,-2.169977,1.275892,0.255582,5.288422,0.000485,1.250667
3.980000,-1.532004,-2.123117,1.288641,0.265520,5.266727,0.000528,1.300152
3.990000,-1.518704,-2.076081,1.301895,0.276008,5.247494,0.000480,1.352010
4.000000,-1.506041,-2.028868,1.315681,0.287146,5.231009,0.000476,1.407109
4.010000,-1.494043,-1.981483,1.330037,0.298989,5.217517,0.000595,1.466332
4.020000,-1.482743,-1.933927,1.345008,0.311580,5.207255,0.000695,1.529864
4.030000,-1.472172,-1.886205,1.360635,0.324962,5.200459,0.000552,1.596532
4.040000,-1.462360,-1.838319,1.376938,0.338955,5.197178,-0.000087,1.659026
4.050000,-1.453337,-1.790278,1.393815,0.352209,5.196476,-0.000883,1.709212
4.060000,-1.445132,-1.742092,1.411123,0.362995,5.197097,-0.001154,1.745091
4.070000,-1.437772,-1.693771,1.428717,0.369583,5.197783,-0.000381,1.766635
4.080000,-1.431282,-1.645325,1.446455,0.370561,5.197480,0.000629,1.773637
4.090000,-1.425661,-1.596770,1.464190,0.366592,5.196454,0.000758,1.765846
4.100000,-1.420896,-1.548122,1.481772,0.359172,5.195498,0.000226,1.743192
4.110000,-1.416974,-1.499399,1.499054,0.349797,5.195409,-0.000251,1.706257
4.120000,-1.413883,-1.450617,1.515897,0.339860,5.196936,-0.000336,1.660423
4.130000,-1.411603,-1.401791,1.532262,0.329899,5.200447,-0.000292,1.612834
4.140000,-1.410111,-1.352934,1.548154,0.320033,5.206121,-0.000289,1.565856
4.150000,-1.409384,-1.304059,1.563579,0.310377,5.214141,-0.000335,1.519511
4.160000,-1.409399,-1.255179,1.578544,0.301035,5.224661,-0.000392,1.473862
4.170000,-1.410134,-1.206305,1.593057,0.291994,5.237599,-0.000409,1.429000
4.180000,-1.411567,-1.157446,1.607124,0.283164,5.252730,-0.000390,1.384960
4.190000,-1.413677,-1.108612,1.620756,0.274461,5.269824,-0.000359,1.341745
4.200000,-1.416442,-1.059810,1.633959,0.265802,5.288663,-0.000321,1.299375
4.210000,-1.419841,-1.011050,1.646743,0.257203,5.309143,-0.000278,1.257883
4.220000,-1.423853,-0.962335,1.659117,0.248748,5.331242,-0.000251,1.217285
4.230000,-1.428458,-0.913673,1.671089,0.240523,5.354943,-0.000272,1.177595
4.240000,-1.433636,-0.865068,1.682669,0.232610,5.380223,-0.000301,1.139103
4.250000,-1.439366,-0.816526,1.693871,0.225056,5.407011,-0.000271,1.102321
4.260000,-1.445631,-0.768051,1.704715,0.217875,5.435191,-0.000209,1.067494
4.270000,-1.452414,-0.719644,1.715221,0.211080,5.464648,-0.000200,1.034615
4.280000,-1.459697,-0.671310,1.725407,0.204679,5.495265,-0.000269,1.003262
4.290000,-1.467463,-0.623052,1.735286,0.198601,5.526930,-0.000338,0.972605
4.300000,-1.475698,-0.574872,1.744860,0.192688,5.559533,-0.000350,0.942197
4.310000,-1.484386,-0.526770,1.754130,0.186779,5.592967,-0.000308,0.912015
4.320000,-1.493514,-0.478751,1.763100,0.180714,5.627124,-0.000248,0.881884
4.330000,-1.503065,-0.430813,1.771768,0.174432,5.661976,-0.000220,0.851424
4.340000,-1.513024,-0.382959,1.780128,0.167989,5.697588,-0.000231,0.820406
4.350000,-1.523376,-0.335188,1.788176,0.161452,5.734033,-0.000254,0.788821
4.360000,-1.534103,-0.287500,1.795905,0.154887,5.771385,-0.000256,0.756894
4.370000,-1.545191,-0.239894,1.803314,0.148352,5.809696,-0.000231,0.725181
4.380000,-1.556625,-0.192371,1.810408,0.141891,5.848989,-0.000203,0.694049
4.390000,-1.568388,-0.144927,1.817195,0.135551,5.889287,-0.000203,0.663524
4.400000,-1.580466,-0.097563,1.823679,0.129373,5.930608,-0.000236,0.633550
4.410000,-1.592843,-0.050276,1.829866,0.123367,5.972829,-0.000270,0.603957
4.420000,-1.605505,-0.003065,1.835758,0.117475,6.015559,-0.000276,0.574626
4.430000,-1.618438,0.044074,1.841358,0.111630,6.058379,-0.000262,0.545544
4.440000,-1.631628,0.091141,1.846669,0.105768,6.100870,-0.000243,0.516636
4.450000,-1.645062,0.138139,1.851691,0.099842,6.142766,-0.000237,0.487659
4.460000,-1.658725,0.185071,1.856422,0.093852,6.184145,-0.000244,0.458418
4.470000,-1.672602,0.231941,1.860859,0.087801,6.225132,-0.000251,0.428891
4.480000,-1.686681,0.278750,1.865000,0.081695,6.265855,-0.000250,0.399076
4.490000,-1.700946,0.325503,1.868841,0.075538,6.306396,-0.000251,0.368962
4.500000,-1.715384,0.372203,1.872379,0.069335,6.346726,-0.000262,0.338543
4.510000,-1.729979,0.418854,1.875612,0.063090,6.386798,-0.000270,0.307817
4.520000,-1.744719,0.465460,1.878535,0.056809,6.426561,-0.000258,0.276908
4.530000,-1.759587,0.512025,1.881150,0.050512,6.465995,-0.000210,0.246370
4.540000,-1.774570,0.558552,1.883463,0.044280,6.505180,-0.000153,0.216720
4.550000,-1.789655,0.605048,1.885484,0.038206,6.544217,-0.000134,0.188050
4.560000,-1.804827,0.651515,1.887224,0.032382,6.583205,-0.000184,0.160305
4.570000,-1.820073,0.697958,1.888690,0.026867,6.622178,-0.000259,0.133193
4.580000,-1.835380,0.744380,1.889888,0.021571,6.660886,-0.000293,0.106416
4.590000,-1.850736,0.790787,1.890819,0.016364,6.699001,-0.000280,0.079911
4.600000,-1.866129,0.837182,1.891486,0.011117,6.736199,-0.000240,0.053612
4.610000,-1.881548,0.883568,1.891891,0.005720,6.771303,-0.000218,0.027103
4.620000,-1.896980,0.929950,1.892028,0.000157,6.798661,-0.000233,-0.000081
4.630000,-1.912411,0.976332,1.891889,-0.005555,6.811156,-0.000256,-0.028055
4.640000,-1.927829,1.022718,1.891467,-0.011399,6.801665,-0.000252,-0.056753
4.650000,-1.943222,1.069113,1.890754,-0.017351,6.764713,-0.000210,-0.085691
4.660000,-1.958575,1.115521,1.889753,-0.023340,6.705616,-0.000164,-0.114275
4.670000,-1.973875,1.161946,1.888469,-0.029273,6.634053,-0.000147,-0.142334
4.680000,-1.989109,1.208393,1.886906,-0.035061,6.559711,-0.000181,-0.169884
4.690000,-2.004263,1.254866,1.885071,-0.040627,6.491359,-0.000242,-0.197059
4.700000,-2.019325,1.301369,1.882965,-0.046014,6.430167,-0.000279,-0.224041
4.710000,-2.034283,1.347905,1.880590,-0.051325,6.373554,-0.000277,-0.250892
4.720000,-2.049124,1.394479,1.877947,-0.056664,6.318912,-0.000245,-0.277630
4.730000,-2.063836,1.441094,1.875038,-0.062128,6.263818,-0.000218,-0.304495
4.740000,-2.078406,1.487754,1.871857,-0.067742,6.207792,-0.000219,-0.331831
4.750000,-2.092822,1.534461,1.868401,-0.073490,6.151519,-0.000237,-0.359771
4.760000,-2.107069,1.581220,1.864662,-0.079354,6.095699,-0.000244,-0.388314
4.770000,-2.121134,1.628033,1.860635,-0.085319,6.040997,-0.000242,-0.417449
4.780000,-2.135004,1.674905,1.856313,-0.091379,5.987591,-0.000252,-0.447153
4.790000,-2.148664,1.721839,1.851692,-0.097539,5.935301,-0.000271,-0.477417
4.800000,-2.162100,1.768837,1.846765,-0.103801,5.883940,-0.000271,-0.508226
4.810000,-2.175297,1.815903,1.841527,-0.110166,5.833327,-0.000238,-0.539299
4.820000,-2.188240,1.863039,1.835979,-0.116589,5.783347,-0.000193,-0.570135
4.830000,-2.200915,1.910248,1.830124,-0.122980,5.733949,-0.000169,-0.600493
4.840000,-2.213306,1.957532,1.823969,-0.129247,5.685081,-0.000190,-0.630364
4.850000,-2.225398,2.004893,1.817517,-0.135305,5.636694,-0.000241,-0.659747
4.860000,-2.237177,2.052334,1.810774,-0.141146,5.588751,-0.000270,-0.688644
4.870000,-2.248629,2.099854,1.803744,-0.146848,5.541231,-0.000262,-0.717054
4.880000,-2.259740,2.147455,1.796433,-0.152495,5.494113,-0.000239,-0.744990
4.890000,-2.270496,2.195137,1.788844,-0.158168,5.447378,-0.000253,-0.773008
4.900000,-2.280883,2.242902,1.780973,-0.163979,5.401079,-0.000331,-0.802330
4.910000,-2.290885,2.290748,1.772798,-0.170069,5.355361,-0.000415,-0.833689
4.920000,-2.300488,2.338675,1.764299,-0.176583,5.310373,-0.000408,-0.867122
4.930000,-2.309676,2.386684,1.755455,-0.183665,5.266265,-0.000276,-0.902198
4.940000,-2.318433,2.434774,1.746255,-0.191284,5.223061,-0.000124,-0.937843
4.950000,-2.326739,2.482944,1.736698,-0.199149,5.180593,-0.000069,-0.973349
4.960000,-2.334576,2.531192,1.726788,-0.206946,5.138678,-0.000132,-1.008660
4.970000,-2.341924,2.579516,1.716525,-0.214362,5.097134,-0.000281,-1.043752
4.980000,-2.348766,2.627916,1.705913,-0.221265,5.055857,-0.000404,-1.078555
4.990000,-2.355085,2.676386,1.694954,-0.227855,5.014891,-0.000433,-1.113019
5.000000,-2.360864,2.724923,1.683653,-0.234371,4.974299,-0.000381,-1.147137
5.010000,-2.366086,2.773524,1.672011,-0.241052,4.934139,-0.000273,-1.180807
5.020000,-2.370736,2.822182,1.660036,-0.247997,4.894398,-0.000145,-1.213693
5.030000,-2.374796,2.870894,1.647738,-0.254990,4.854893,-0.000058,-1.245529
5.040000,-2.378249,2.919652,1.635126,-0.261771,4.815415,-0.000075,-1.276282
5.050000,-2.381079,2.968449,1.622212,-0.268081,4.775757,-0.000205,-1.305901
5.060000,-2.383269,3.017280,1.609008,-0.273768,4.735756,-0.000311,-1.334191
5.070000,-2.384807,3.066136,1.595528,-0.278981,4.695370,-0.000303,-1.360983
5.080000,-2.385681,3.115008,1.581788,-0.283925,4.654578,-0.000240,-1.386252
5.090000,-2.385877,3.163887,1.567803,-0.288800,4.613360,-0.000238,-1.410729
5.100000,-2.385383,3.212764,1.553574,-0.293867,4.571786,-0.000429,-1.437661
5.110000,-2.384185,3.261629,1.539050,-0.299577,4.530244,-0.000700,-1.470108
5.120000,-2.382266,3.310470,1.524171,-0.306427,4.489190,-0.000789,-1.508613
5.130000,-2.379613,3.359278,1.508878,-0.314912,4.449081,-0.000516,-1.553001
5.140000,-2.376207,3.408040,1.493111,-0.325352,4.410282,-0.000154,-1.602356
5.150000,-2.372023,3.456741,1.476830,-0.337329,4.372769,-0.000071,-1.655732
5.160000,-2.367033,3.505365,1.459997,-0.350224,4.336417,-0.000223,-1.712933
5.170000,-2.361210,3.553896,1.442572,-0.363420,4.301100,-0.000446,-1.773827
5.180000,-2.354524,3.602318,1.424520,-0.376414,4.266751,-0.000630,-1.837605
5.190000,-2.346948,3.650608,1.405820,-0.389327,4.233620,-0.000747,-1.903354
5.200000,-2.338455,3.698745,1.386453,-0.402481,4.202059,-0.000761,-1.970850
5.210000,-2.329015,3.746705,1.366403,-0.416201,4.172422,-0.000631,-2.039990
5.220000,-2.318600,3.794464,1.345653,-0.430729,4.144966,-0.000404,-2.109991
5.230000,-2.307183,3.841994,1.324203,-0.445776,4.119297,-0.000234,-2.179897
5.240000,-2.294733,3.889262,1.302055,-0.460835,4.094760,-0.000229,-2.249430
5.250000,-2.281223,3.936237,1.279214,-0.475398,4.070697,-0.000391,-2.317999
5.260000,-2.266625,3.982887,1.255695,-0.488923,4.046539,-0.000245,-2.380075
5.270000,-2.250923,4.029178,1.231613,-0.500568,4.022442,0.000383,-2.428268
5.280000,-2.234107,4.075075,1.207130,-0.509344,3.998924,0.000882,-2.460109
5.290000,-2.216169,4.120543,1.182411,-0.514262,3.976503,0.000468,-2.475982
5.300000,-2.197099,4.165548,1.157610,-0.514509,3.955579,-0.000652,-2.480573
5.310000,-2.176907,4.210062,1.132799,-0.511174,3.935277,-0.001370,-2.480748
5.320000,-2.155615,4.254060,1.107995,-0.506489,3.913951,-0.001270,-2.479128
5.330000,-2.133242,4.297521,1.083217,-0.502703,3.889946,-0.000555,-2.476223
5.340000,-2.109808,4.340418,1.058471,-0.501986,3.861761,-0.000049,-2.479049
5.350000,-2.085322,4.382722,1.033636,-0.505399,3.830043,-0.000369,-2.498934
5.360000,-2.059784,4.424397,1.008492,-0.513194,3.797011,-0.001014,-2.540768
5.370000,-2.033192,4.465409,0.982820,-0.525601,3.764920,-0.001021,-2.604342
5.380000,-2.005547,4.505721,0.956405,-0.542782,3.735928,-0.000115,-2.683418
5.390000,-1.976839,4.545284,0.929152,-0.563525,3.710441,0.000809,-2.766856
5.400000,-1.947054,4.584040,0.901068,-0.585413,3.687315,0.000971,-2.849260
5.410000,-1.916177,4.621927,0.872167,-0.605987,3.665354,0.000210,-2.930375
5.420000,-1.884193,4.658886,0.842461,-0.622859,3.643388,-0.000927,-3.008195
5.430000,-1.851101,4.694861,0.812003,-0.635465,3.620897,-0.001422,-3.078736
5.440000,-1.816917,4.729799,0.780886,-0.645180,3.598054,-0.001135,-3.139847
5.450000,-1.781657,4.763649,0.749206,-0.653473,3.575065,-0.000650,-3.191507
5.460000,-1.745336,4.796360,0.717056,-0.661799,3.552138,-0.000417,-3.236825
5.470000,-1.707975,4.827879,0.684469,-0.671023,3.529486,-0.000429,-3.282706
5.480000,-1.669601,4.858154,0.651402,-0.681261,3.507329,-0.000459,-3.333287
5.490000,-1.630241,4.887133,0.617804,-0.692580,3.485892,-0.000434,-3.388818
5.500000,-1.589922,4.914763,0.583625,-0.705043,3.465394,-0.000335,-3.449117
5.510000,-1.548674,4.940989,0.548821,-0.718614,3.446042,-0.000278,-3.513722
5.520000,-1.506531,4.965749,0.513351,-0.733099,3.428010,-0.000393,-3.582330
5.530000,-1.463529,4.988982,0.477175,-0.748291,3.411473,-0.000706,-3.654909
5.540000,-1.419702,5.010626,0.440253,-0.763982,3.396606,-0.001030,-3.730752
5.550000,-1.375093,5.030620,0.402560,-0.779989,3.383578,-0.000957,-3.807835
5.560000,-1.329759,5.048904,0.364096,-0.796169,3.372552,-0.000446,-3.884689
5.570000,-1.283759,5.065417,0.324866,-0.812382,3.363688,0.000186,-3.961168
5.580000,-1.237151,5.080098,0.284873,-0.828492,3.357148,0.000614,-4.037274
5.590000,-1.189995,5.092887,0.244120,-0.844360,3.353093,0.000553,-4.113006
5.600000,-1.142348,5.103724,0.202613,-0.859849,3.351685,-0.000239,-4.188364
5.610000,-1.094270,5.112547,0.160353,-0.874819,3.353084,0.103374,-4.225949
